ind2d,year,theta_c
49,2002.0,0.9447227120932075
49,2003.0,0.9651897805337383
49,2004.0,0.9642665344324106
49,2005.0,0.9616375019470584
49,2006.0,0.9609732117659877
49,2007.0,0.9743972526348759
49,2008.0,0.9855152658431527
49,2009.0,0.9596706691284806
49,2010.0,0.9628795230859954
49,2011.0,0.9183463497516344
49,2012.0,0.9120633893865138
49,2013.0,0.9108717617601627
49,2014.0,0.8915225722570722
49,2015.0,0.9178708410325942
49,2016.0,0.8623974686488898
51,1955.0,0.9326597107069473
51,1956.0,0.9346833580009483
51,1957.0,0.9432016739511788
51,1958.0,0.9330220249988465
51,1959.0,0.9249349940522178
51,1960.0,0.8870456905967129
51,1961.0,0.9080037204024081
51,1962.0,0.9151993389453437
51,1963.0,0.8974882208634214
51,1964.0,0.8882225665453265
51,1965.0,0.8890716795749525
51,1966.0,0.8869525141541119
51,1967.0,0.8954177875687578
51,1968.0,0.9022119631881185
51,1969.0,0.8919832116714049
51,1970.0,0.8977648070913059
51,1971.0,0.9111976353761709
51,1972.0,0.907431289181761
51,1973.0,0.8887103973794335
51,1974.0,0.9124818086280269
51,1975.0,0.9379909858615341
51,1976.0,0.9256393984513377
51,1977.0,0.9258033959038005
51,1978.0,0.9152091680401717
51,1979.0,0.9096814225207441
51,1980.0,0.9062338750696358
51,1981.0,0.8903863624755411
51,1982.0,0.8782430553064051
51,1983.0,0.8843363351358767
51,1984.0,0.8690019797017635
51,1985.0,0.8697154450635001
51,1986.0,0.856006834607362
51,1987.0,0.8633384547008609
51,1988.0,0.8671973209499707
51,1989.0,0.8625339737989166
51,1990.0,0.8736562835753274
51,1991.0,0.8906787480300897
51,1992.0,0.8927778562295384
51,1993.0,0.9018993046900072
51,1994.0,0.8981127754594991
51,1995.0,0.8783031150555821
51,1996.0,0.8735150806300656
51,1997.0,0.8738394770443443
51,1998.0,0.8677969061369435
51,1999.0,0.8691318515064441
51,2000.0,0.8596868120263068
51,2001.0,0.8736405098689553
51,2002.0,0.8741733380450237
51,2003.0,0.8862737838318816
51,2004.0,0.9003773813130233
51,2005.0,0.8935905644026503
51,2006.0,0.8852701978153712
51,2007.0,0.8906768491014009
51,2008.0,0.9105929478980306
51,2009.0,0.9087842630413192
51,2010.0,0.9161270797504701
51,2011.0,0.921733659101293
51,2012.0,0.9176898583298674
51,2013.0,0.9160248778371918
51,2014.0,0.916953326991689
51,2015.0,0.921778482139572
51,2016.0,0.9190128234165991
52,1955.0,0.9330796398478097
52,1956.0,0.9328291946363527
52,1957.0,0.9211720897845614
52,1958.0,0.9232135547856446
52,1959.0,0.8908593474193707
52,1960.0,0.8605961005094935
52,1961.0,0.8835942981854077
52,1962.0,0.8815502291137535
52,1963.0,0.9427315224545378
52,1964.0,0.9430331692833166
52,1965.0,0.944985802424523
52,1966.0,0.9407265573038814
52,1967.0,0.9268849120962163
52,1968.0,0.9319381177773928
52,1969.0,0.927386495463694
52,1970.0,0.9355415691258152
52,1971.0,0.9457621883404393
52,1972.0,0.9364012708980525
52,1973.0,0.9354941727508455
52,1974.0,0.9384304458495318
52,1975.0,0.9557661051337095
52,1976.0,0.9420773036594671
52,1977.0,0.9478808022900608
52,1978.0,0.9470378722707249
52,1979.0,0.9295905469742818
52,1980.0,0.909105253795847
52,1981.0,0.8923788997258078
52,1982.0,0.8927688203646638
52,1983.0,0.8703287744130103
52,1984.0,0.8941941065556082
52,1985.0,0.9047354366926382
52,1986.0,0.9251341373208773
52,1987.0,0.9403825498641144
52,1988.0,0.9181339615784518
52,1989.0,0.9330565407958834
52,1990.0,0.9504855275577568
52,1991.0,0.9546729371386676
52,1992.0,0.9552087597317004
52,1993.0,0.9581470079080489
52,1994.0,0.9625361242219426
52,1995.0,0.962816857060496
52,1996.0,0.952783172503477
52,1997.0,0.9466530336247726
52,1998.0,0.9470742112421783
52,1999.0,0.9405319913111494
52,2000.0,0.9431752995966075
52,2001.0,0.955397680955983
52,2002.0,0.9592432705630316
52,2003.0,0.9653208751937177
52,2004.0,0.9685492055397987
52,2005.0,0.9701058251541779
52,2006.0,0.9633150525532869
52,2007.0,0.9611003389687703
52,2008.0,0.9646300937350571
52,2009.0,0.960123109568282
52,2010.0,0.9615107428128751
52,2011.0,0.9653741164344287
52,2012.0,0.9653373804834232
52,2013.0,0.9643162513630744
52,2014.0,0.9642421491518451
52,2015.0,0.9646966816649569
52,2016.0,0.9657748324329692
53,1955.0,0.8816144915043864
53,1956.0,0.8812423064562455
53,1957.0,0.8727591261469143
53,1958.0,0.8808503463899507
53,1959.0,0.893499912905501
53,1960.0,0.932479070695858
53,1961.0,0.8806177093148069
53,1962.0,0.8416845832210433
53,1963.0,0.8154020434557334
53,1964.0,0.8297861734038907
53,1965.0,0.8272563428769871
53,1966.0,0.8325559671339973
53,1967.0,0.7829103788319691
53,1968.0,0.8321277838372482
53,1969.0,0.8336424261469383
53,1970.0,0.8424018485560084
53,1971.0,0.8746760293392408
53,1972.0,0.8235428686331767
53,1973.0,0.8390765370545858
53,1974.0,0.8660444658321464
53,1975.0,0.8878337185091988
53,1976.0,0.883092693524676
53,1977.0,0.8833001115665883
53,1978.0,0.8368487369831947
53,1979.0,0.806781514753639
53,1980.0,0.7863440623167459
53,1981.0,0.7460257205212957
53,1982.0,0.7523216479549364
53,1983.0,0.8074164040303599
53,1984.0,0.7503847321408642
53,1985.0,0.7895397123344012
53,1986.0,0.8223475881202807
53,1987.0,0.786634003889483
53,1988.0,0.7763768915430411
53,1989.0,0.7667123524372446
53,1990.0,0.7851520337736722
53,1991.0,0.7705095452362495
53,1992.0,0.7825595276990159
53,1993.0,0.7653889093958264
53,1994.0,0.7489631768280793
53,1995.0,0.7480520273254081
53,1996.0,0.7492420189508597
53,1997.0,0.7388865429078247
53,1998.0,0.7149091715507694
53,1999.0,0.7377977568565051
53,2000.0,0.7208960510993405
53,2001.0,0.7815411636943098
53,2002.0,0.7430802609686841
53,2003.0,0.7470598417662254
53,2004.0,0.7725975809070542
53,2005.0,0.7505570982807075
53,2006.0,0.7081910154319581
53,2007.0,0.6940805613418641
53,2008.0,0.7188358776779835
53,2009.0,0.6952685614850289
53,2010.0,0.7386293972560515
53,2011.0,0.7970724241470092
53,2012.0,0.7903657020161219
53,2013.0,0.7693641275564447
