ind2d,year,theta_c,theta_k
99,2010.0,0.9459264288503584,-0.019721849231906455
99,2011.0,0.9687920952274317,0.11097087290408209
99,2012.0,0.9091430418921748,0.0938206956242704
99,2013.0,0.9438916556607019,0.06039845602375343
99,2014.0,0.9420518429057523,0.03177027525874692
99,2015.0,0.8872804994483453,0.08251765981951893
99,2016.0,0.8644726514483663,0.08286514034391737
45,1961.0,0.9199909906914417,0.09832982506795179
45,1962.0,0.9199909906914417,0.09832982506795179
45,1963.0,0.9199909906914417,0.09832982506795179
45,1964.0,0.9199909906914417,0.09832982506795179
45,1965.0,0.9199909906914417,0.09832982506795179
45,1966.0,0.9199909906914417,0.09832982506795179
45,1967.0,0.9199909906914417,0.09832982506795179
45,1968.0,0.9199909906914417,0.09832982506795179
45,1969.0,0.9199909906914417,0.09832982506795179
45,1970.0,0.8923183625822426,0.112234035621309
45,1971.0,0.8863849650962754,0.10706074153061003
45,1972.0,0.8922780061687572,0.10574746763603554
45,1973.0,0.9063763485801684,0.21921344648240298
45,1974.0,0.9037060600070103,0.15643857050583854
45,1975.0,0.9055999457305246,0.18772044854329872
45,1976.0,0.9007065712856309,0.09891777490834286
45,1977.0,0.8967021776727343,0.07865763910620222
45,1978.0,0.8952797783957842,0.05183697309237401
45,1979.0,0.8883731844714289,0.04798129542849824
45,1980.0,0.8720952786676508,0.0775675209453139
45,1981.0,0.8584040993054238,0.1334367985156641
45,1982.0,0.8400567566591822,0.18729840233542427
45,1983.0,0.8445392355127536,0.15655746433615392
45,1984.0,0.8448790531835019,0.1570848032368772
45,1985.0,0.8585118447226359,0.11279355126801689
45,1987.0,0.8527149124675694,0.11276661353726412
45,1988.0,0.8442170294029215,0.1275264540714931
45,1989.0,0.8364820196528285,0.15937582790749877
45,1990.0,0.8350206081964363,0.181347631067644
44,1960.0,0.8871726098433192,0.1176637326235073
21,1955.0,0.7999855085099241,0.2409378826832126
21,1956.0,0.7999855085099241,0.2409378826832126
21,1957.0,0.7999855085099241,0.2409378826832126
21,1958.0,0.7999855085099241,0.2409378826832126
21,1959.0,0.7999855085099241,0.2409378826832126
21,1960.0,0.7999855085099241,0.2409378826832126
21,1961.0,0.7999855085099241,0.2409378826832126
21,1962.0,0.7999855085099241,0.2409378826832126
21,1963.0,0.7999855085099241,0.2409378826832126
21,1964.0,0.7999855085099241,0.2409378826832126
21,1965.0,0.7999855085099241,0.2409378826832126
21,1966.0,0.7999855085099241,0.2409378826832126
21,1969.0,0.7999855085099241,0.2409378826832126
53,1993.0,0.883340036432718,0.0993881010007224
53,1994.0,0.8760432740066628,0.12243980806687096
53,1995.0,0.8555913021991263,0.1534212328476886
53,1996.0,0.850201273311142,0.2005634445974444
53,1997.0,0.8313116923996536,0.14399184179331592
53,1999.0,0.8302495335503521,0.20920035697070102
52,1955.0,0.9691062043411843,0.005161402790127219
52,1956.0,0.9691062043411843,0.005161402790127219
52,1957.0,0.9691062043411843,0.005161402790127219
52,1958.0,0.9691062043411843,0.005161402790127219
52,1959.0,0.9691062043411843,0.005161402790127219
52,1960.0,0.9691062043411843,0.005161402790127219
52,1961.0,0.9691062043411843,0.005161402790127219
52,1962.0,0.9691062043411843,0.005161402790127219
62,1984.0,0.8672840546413979,0.06909138757634589
62,1985.0,0.8607900505180393,0.06713985267004968
62,1986.0,0.8901379923602769,0.06466061464325305
62,1987.0,0.8925509445042339,0.08787252166423502
62,1988.0,0.8890977773047867,0.11530258485420031
62,1989.0,0.9027285805708779,0.15784182185750806
62,1990.0,0.9031071925215474,0.14041440607443878
62,1991.0,0.8719895951110764,0.1501325210921001
62,1992.0,0.8606247613522918,0.12007958144725404
23,1981.0,0.8536025773196471,0.10651515675007835
23,1982.0,0.8403707164820918,0.08637962043420862
23,1983.0,0.8453642974695876,0.09490109098808498
23,1984.0,0.8628554940091129,0.0943864993182299
23,1985.0,0.8587255961185014,0.05249185223443768
23,1986.0,0.873245860268932,0.06084836520440505
23,1987.0,0.8800900303774776,0.06162453309997095
23,1988.0,0.8852089367275372,0.04354391271289567
23,1989.0,0.8844062692695708,0.040368542600172155
23,1990.0,0.8943562618945111,0.06697581448444452
23,1991.0,0.8884287550730416,0.025179576021216052
23,1992.0,0.8981948394817976,0.0015607871691706975
23,1993.0,0.9088408367536535,0.006205831502162353
23,1994.0,0.9108326767893621,0.0033925161030665544
23,1995.0,0.9092004802312706,0.014024934739041914
23,1996.0,0.9133140149324324,0.04935411932182278
71,1987.0,0.949674316260204,-0.07247942570283847
31,2000.0,0.8817331667042918,0.11669508918397549
31,2001.0,0.8777677177799238,0.1247989945828912
31,2002.0,0.879047494150921,0.13801960368697958
31,2003.0,0.8770650459127138,0.14797097032299913
31,2004.0,0.8800341518254785,0.15889121397324196
31,2005.0,0.8802430512486377,0.1738076192531502
31,2006.0,0.8812873247633981,0.14309675069905925
31,2007.0,0.8826756409142622,0.17208181923221677
31,2008.0,0.8901622526670611,0.12649475203103058
31,2009.0,0.8998340946455577,0.11700630954778157
31,2010.0,0.9024083390558268,0.08995768358373733
31,2011.0,0.9076826287235412,0.05092302812131868
31,2012.0,0.8992437826121126,0.04071966307217387
31,2013.0,0.9108424671791816,0.09978424662387166
56,1962.0,0.9148977418323799,0.15769455420881287
56,1963.0,0.9148977418323799,0.15769455420881287
56,1964.0,0.9148977418323799,0.15769455420881287
56,1965.0,0.9148977418323799,0.15769455420881287
56,1966.0,0.9148977418323799,0.15769455420881287
56,1967.0,0.9148977418323799,0.15769455420881287
56,1968.0,0.9148977418323799,0.15769455420881287
56,1969.0,0.9148977418323799,0.15769455420881287
56,2002.0,0.8515294097281358,0.09954667521336749
56,2003.0,0.8555052902721482,0.0920392387641321
56,2004.0,0.8508207833653796,0.11441370369762413
56,2005.0,0.8617579308115824,0.10754170495897415
56,2006.0,0.862273516745042,0.12100530451685844
56,2007.0,0.8542183608804386,0.19442067888293718
56,2008.0,0.8400533356451318,0.2703564981914253
56,2009.0,0.83901022006451,0.22458081540919664
56,2010.0,0.8130857017322835,0.25570895773343816
56,2011.0,0.7976241369781327,0.25224484702045874
56,2012.0,0.8061256812837607,0.24757220357032664
56,2013.0,0.8223902964388695,0.22124488473443385
56,2014.0,0.821692405354874,0.3004116707657782
56,2015.0,0.8292622119252426,0.31099356858714006
56,2016.0,0.8467292670013896,0.28196802714113506
72,1986.0,0.8208136682966456,0.11484777297846331
72,1989.0,0.8549705326701676,0.09219875903109233
62,1973.0,1.003594457918791,0.08713586349168509
62,1974.0,0.9964400719577559,0.1389778046543412
62,1975.0,0.9884531521124797,0.10043248928441127
62,1976.0,0.9908044075509741,-0.02724027456735384
62,1977.0,0.9863564268638121,-0.03498807009295124
62,1978.0,0.9867734203303582,0.012208622988258741
62,1979.0,0.9834123401204563,0.007911099668295818
62,1980.0,0.9713441149618952,0.027967709604710702
62,1981.0,0.9496766816755922,0.10469125540917
62,1982.0,0.9413897072205873,0.02856791286963957
62,1983.0,0.9444745294756329,0.0024494595252728137
62,1993.0,0.8528657666743865,0.07093531350438888
62,1994.0,0.8489093559119484,0.04758769888928809
62,1995.0,0.8492089790441992,0.04801359886622511
51,1955.0,0.7934400168732043,0.1543346117621806
51,1956.0,0.7934400168732043,0.1543346117621806
51,1957.0,0.7934400168732043,0.1543346117621806
51,1958.0,0.7934400168732043,0.1543346117621806
51,1959.0,0.7934400168732043,0.1543346117621806
51,1960.0,0.7934400168732043,0.1543346117621806
51,1962.0,0.7934400168732043,0.1543346117621806
51,1963.0,0.7934400168732043,0.1543346117621806
51,2008.0,0.744577065675578,0.2203348058350819
51,2009.0,0.7460522481499113,0.23441592243976783
51,2010.0,0.7525925961527683,0.2597229899883339
51,2011.0,0.7573436875820183,0.2948947201057945
51,2012.0,0.7487382493128236,0.3152570831693081
45,1986.0,0.8589559481686505,0.10663536355727693
45,1991.0,0.8296176668326735,0.17477449407500217
45,1992.0,0.8288620939085732,0.17246836529610346
45,1993.0,0.8261237630177057,0.17831087719048974
45,1994.0,0.8332054632859776,0.17331636602371067
45,1995.0,0.8235947775091196,0.16862900769684325
45,1996.0,0.8252491821438979,0.15919386393915946
45,1997.0,0.8250155333870723,0.14155521759150033
